Family	ACLAME.Function.s.
family:all:1404	phi:0000086 - phage tail tape measure protein; phi:0000015 - phage tail assembly
family:all:1404	phi:0000086 - phage tail tape measure protein
family:all:14039	unknown
family:all:14038	unknown
family:all:14037	unknown
family:all:14036	unknown
family:all:14035	unknown
family:all:14034	unknown
family:all:14033	unknown
family:all:14032	unknown
family:all:14031	unknown
family:all:14030	unknown
family:all:1403	phi:0000326 - phage function unknown
family:all:14029	unknown
family:all:14028	unknown
family:all:14027	unknown
family:all:14026	unknown
family:all:14025	unknown
family:all:14024	unknown
family:all:14023	unknown
family:all:14022	unknown
family:all:14021	unknown
family:all:14020	unknown
family:all:1402	phi:0000326 - phage function unknown
family:all:14019	ATP dependent DNA ligase
family:all:14018	unknown
family:all:14017	unknown
family:all:14016	unknown
family:all:14015	unknown
family:all:14014	unknown
family:all:14013	unknown
family:all:14012	unknown
family:all:14011	unknown
family:all:14010	unknown
family:all:1401	phi:0000326 - phage function unknown
family:all:14009	unknown
family:all:14008	unknown
family:all:14007	unknown
family:all:14006	unknown
family:all:14005	unknown
family:all:14004	unknown
family:all:14003	unknown
family:all:14002	unknown
family:all:14001	unknown
family:all:14000	unknown
family:all:1400	phi:0000326 - phage function unknown
family:all:140	phi:0000073 - phage terminase large subunit; phi:0000019 - phage DNA maturation
family:all:14	go:0016491 - oxidoreductase activity
family:all:13999	unknown
family:all:13998	unknown
family:all:13997	unknown
family:all:13996	unknown
family:all:13995	unknown
family:all:13994	unknown
family:all:13993	unknown
family:all:13992	unknown
family:all:13991	unknown
family:all:13990	unknown
family:all:1399	phi:0000187 - capsid structural protein
family:all:13989	unknown
family:all:13988	unknown
family:all:13987	unknown
family:all:13986	unknown
family:all:13985	unknown
family:all:13984	unknown
family:all:13983	unknown
family:all:13982	unknown
family:all:13981	unknown
family:all:13980	unknown
family:all:1398	phi:0000074 - phage terminase small subunit
family:all:13979	unknown
family:all:13978	unknown
family:all:13977	unknown
family:all:13976	unknown
family:all:13975	unknown
family:all:13974	unknown
family:all:13973	unknown
family:all:13972	unknown
family:all:13971	uncharacterized protein SCO1/SenC/PrrC
family:all:13970	unknown
family:all:1397	phi:0000326 - phage function unknown
family:all:13969	unknown
family:all:13968	unknown
family:all:13967	unknown
family:all:13966	unknown
family:all:13965	unknown
family:all:13964	unknown
family:all:13963	protein of unknown function DUF204
family:all:13962	unknown
family:all:13961	unknown
family:all:13960	unknown
family:all:1396	phi:0000081 - phage tail protein
family:all:13959	response regulator receiver protein
family:all:13958	unknown
family:all:13957	unknown
family:all:13956	unknown
family:all:13955	unknown
family:all:13954	unknown
family:all:13953	unknown
family:all:13952	Competence protein-like
family:all:13951	unknown
family:all:13950	unknown
family:all:1395	phi:0000326 - phage function unknown
family:all:13949	unknown
family:all:13948	unknown
family:all:13947	unknown
family:all:13946	unknown
family:all:13945	unknown
family:all:13944	NAD+ synthase
family:all:13943	protein of unknown function DUF461
family:all:13942	unknown
family:all:13941	unknown
family:all:13940	unknown
family:all:1394	phi:0000326 - phage function unknown
family:all:13939	replication initiation protein
family:all:13938	unknown
family:all:13937	unknown
family:all:13936	unknown
family:all:13935	bacteriocin-like peptide
family:all:13934	bacteriocin-like peptide
family:all:13933	unknown
family:all:13932	unknown
family:all:13931	unknown
family:all:13930	unknown
family:all:1393	putative nicotinamide phosphoribosyl transferase
family:all:13929	unknown
family:all:13928	unknown
family:all:13927	unknown
family:all:13926	unknown
family:all:13925	unknown
family:all:13924	unknown
family:all:13923	unknown
family:all:13922	unknown
family:all:13921	unknown
family:all:13920	unknown
family:all:1392	go:0003916 - DNA topoisomerase activity
family:all:13919	unknown
family:all:13918	unknown
family:all:13917	putative mannose-6-phosphate isomerase
family:all:13916	unknown
family:all:13915	unknown
family:all:13914	unknown
family:all:13913	unknown
family:all:13912	unknown
family:all:13911	unknown
family:all:13910	unknown
family:all:1391	phi:0000326 - phage function unknown
family:all:13909	unknown
family:all:13908	unknown
family:all:13907	unknown
family:all:13906	unknown
family:all:13905	unknown
family:all:13904	unknown
family:all:13903	unknown
family:all:13902	unknown
family:all:13901	macrolide-efflux determinant
family:all:13900	unknown
family:all:1390	phi:0000326 - phage function unknown
family:all:139	go:0016853 - isomerase activity
family:all:13899	unknown
family:all:13898	unknown
family:all:13897	unknown
family:all:13896	unknown
family:all:13895	unknown
family:all:13894	unknown
family:all:13893	unknown
family:all:13892	unknown
family:all:13891	unknown
family:all:13890	unknown
family:all:1389	phi:0000333 - plasmid function unknown
family:all:13889	unknown
family:all:13888	unknown
family:all:13887	unknown
family:all:13886	unknown
family:all:13885	unknown
family:all:13884	unknown
family:all:13883	unknown
family:all:13882	unknown
family:all:13881	unknown
family:all:13880	unknown
family:all:1388	unknown
family:all:13879	unknown
family:all:13878	unknown
family:all:13877	unknown
family:all:13876	unknown
family:all:13875	IS21 family transposase fragment
family:all:13874	unknown
family:all:13873	unknown
family:all:13872	unknown
family:all:13871	unknown
family:all:13870	unknown
family:all:1387	phi:0000326 - phage function unknown
family:all:13869	HdaB, HUS-associated diffuse adherence
family:all:13868	HdaA (adhesin), HUS-associated diffuse adherence
family:all:13867	bleomycin resistance protein
family:all:13866	AatD, apolipoprotein N-acyltransferase
family:all:13865	AatB
family:all:13864	AatA, outermembrane protein
family:all:13863	unknown
family:all:13862	unknown
family:all:13861	putative transposase
family:all:13860	unknown
family:all:1386	phi:0000326 - phage function unknown
family:all:13859	unknown
family:all:13858	unknown
family:all:13857	unknown
family:all:13856	unknown
family:all:13855	unknown
family:all:13854	unknown
family:all:13853	unknown
family:all:13852	unknown
family:all:13851	unknown
family:all:13850	unknown
family:all:1385	Protein of unknown function DUF11
family:all:13849	unknown
family:all:13848	unknown
family:all:13847	unknown
family:all:13846	unknown
family:all:13845	unknown
family:all:13844	unknown
family:all:13843	unknown
family:all:13842	unknown
family:all:13841	unknown
family:all:13840	unknown
family:all:1384	phi:0000326 - phage function unknown
family:all:1384	aclame:function:545 - TA family higBA; go:0015643 - toxin binding; phi:0000322 - post-segregational killing
family:all:13839	unknown
family:all:13838	unknown
family:all:13837	unknown
family:all:13836	aclame:function:545 - TA family higBA; go:0015643 - toxin binding; phi:0000322 - post-segregational killing
family:all:13835	unknown
family:all:13834	unknown
family:all:13833	unknown
family:all:13832	unknown
family:all:13831	unknown
family:all:13830	unknown
family:all:1383	go:0045203 - integral to cell outer membrane
family:all:13829	unknown
family:all:13828	unknown
family:all:13827	unknown
family:all:13826	unknown
family:all:13825	unknown
family:all:13824	unknown
family:all:13823	unknown
family:all:13822	unknown
family:all:13821	unknown
family:all:13820	histidine kinase
family:all:1382	hypothetical protein E
family:all:13819	unknown
family:all:13818	unknown
family:all:13817	unknown
family:all:13816	unknown
family:all:13815	unknown
family:all:13814	unknown
family:all:13813	unknown
family:all:13812	unknown
family:all:13811	unknown
family:all:13810	unknown
family:all:1381	go:0015446 - arsenite transmembrane-transporting ATPase activity
family:all:13809	unknown
family:all:13808	unknown
family:all:13807	unknown
family:all:13806	unknown
family:all:13805	unknown
family:all:13804	unknown
family:all:13803	unknown
family:all:13802	unknown
family:all:13801	unknown
family:all:13800	unknown
family:all:1380	go:0000739 - DNA strand annealing activity; phi:0000130 - homologous DNA recombination
family:all:138	phi:0000326 - phage function unknown
family:all:13799	unknown
family:all:13798	unknown
family:all:13797	unknown
family:all:13796	unknown
family:all:13795	unknown
family:all:13794	unknown
family:all:13793	unknown
family:all:13792	unknown
family:all:13791	unknown
family:all:13790	unknown
family:all:1379	phi:0000161 - head/capsid
family:all:1379	phi:0000012 - phage head tail joining; phi:0000068 - phage portal protein
family:all:13789	unknown
family:all:13788	unknown
family:all:13787	unknown
family:all:13786	unknown
family:all:13785	unknown
family:all:13784	unknown
family:all:13783	unknown
family:all:13782	unknown
family:all:13781	response regulator receiver protein
family:all:13780	unknown
family:all:1378	phi:0000161 - head/capsid
family:all:1378	go:0009008 - DNA-methyltransferase activity
family:all:13779	Phosphoenolpyruvate carboxykinase (GTP)
family:all:13778	unknown
family:all:13777	Limonene-1,2-epoxide hydrolase
family:all:13776	unknown
family:all:13775	putative transcriptional regulator CopG/Arc/MetJ family
family:all:13774	unknown
family:all:13773	unknown
family:all:13772	unknown
family:all:13771	protein of unknown function DUF805
family:all:13770	unknown
family:all:1377	phi:0000161 - head/capsid
family:all:13769	unknown
family:all:13768	unknown
family:all:13767	unknown
family:all:13766	unknown
family:all:13765	protein of unknown function DUF465
family:all:13764	unknown
family:all:13763	unknown
family:all:13762	unknown
family:all:13761	unknown
family:all:13760	unknown
family:all:1376	MmgE/PrpD family protein
family:all:13759	unknown
family:all:13758	unknown
family:all:13757	unknown
family:all:13756	Phosphoenolpyruvate carboxykinase (ATP)
family:all:13755	unknown
family:all:13754	unknown
family:all:13753	unknown
family:all:13752	unknown
family:all:13751	unknown
family:all:13750	unknown
family:all:1375	phi:0000338 - chaperon activity
family:all:13749	LigA
family:all:13748	unknown
family:all:13747	protein of unknown function DUF983
family:all:13746	unknown
family:all:13745	Alternative oxidase
family:all:13744	unknown
family:all:13743	unknown
family:all:13742	unknown
family:all:13741	unknown
family:all:13740	unknown
family:all:1374	go:0016787 - hydrolase activity
family:all:13739	unknown
family:all:13738	unknown
family:all:13737	unknown
family:all:13736	unknown
family:all:13735	unknown
family:all:13734	unknown
family:all:13733	unknown
family:all:13732	unknown
family:all:13731	unknown
family:all:13730	unknown
family:all:1373	phi:0000010 - phage head/capsid assembly
family:all:13729	unknown
family:all:13728	unknown
family:all:13727	unknown
family:all:13726	unknown
family:all:13725	putative nudix hydrolase
family:all:13724	unknown
family:all:13723	ExsD protein
family:all:13722	putative ati2 chaperone
family:all:13721	unknown
family:all:13720	unknown
family:all:1372	go:0003887 - DNA-directed DNA polymerase activity
